customer_id|customer_name|first_order_date
C0642|Jarred Stiedemann DDS|2004-09-01
C0643|Katy King|2004-09-01
C0644|Butler Schmitt|2004-09-02
C0645|Francisquita Heidenreich|2004-09-02
C0646|Dr. Hildegard Murray|2004-09-04
C0647|Josef Lemke|2004-09-04
C0648|Hurley Schiller I|2004-09-06
C0649|Daija Legros|2004-09-07
C0650|Daisha Torphy|2004-09-07
C0651|Maralyn Greenfelder|2004-09-07
C0652|Mrs. Breann Harris|2004-09-08
C0653|Rayna Hagenes PhD|2004-09-08
C0654|Samira Medhurst|2004-09-08
C0655|Toney Marvin|2004-09-08
C0656|Jeanie Berge|2004-09-09
C0657|Zenas Pacocha|2004-09-09
C0658|Arlie Brekke IV|2004-09-10
C0659|Mr. Wendel Hintz|2004-09-10
C0660|Asha Ankunding|2004-09-11
C0661|Miss Lacey Sanford PhD|2004-09-11
C0662|Dr. Romeo Sauer PhD|2004-09-12
C0663|Malcolm Bogan|2004-09-12
C0664|Omie Cummerata|2004-09-12
C0665|Elaine Emard|2004-09-13
C0666|Savion Rohan|2004-09-14
C0667|Braiden Bogan|2004-09-15
C0668|Ayesha Carroll|2004-09-16
C0669|Dr. Fleming Grant IV|2004-09-18
C0670|Ms. Oralia Kilback|2004-09-18
C0671|Joana Kemmer DDS|2004-09-19
C0672|Skylar Hoeger|2004-09-19
C0673|Chadrick Williamson|2004-09-21
C0674|Doshia Stroman|2004-09-21
C0675|Exie Gutmann|2004-09-23
C0676|Leone Fritsch|2004-09-23
C0677|Lissa White|2004-09-24
C0678|Donta Veum|2004-09-25
C0679|Susannah Bernier|2004-09-25
C0680|Ebb Doyle|2004-09-26
C0681|Karon Torphy|2004-09-26
C0682|Tilden Hermann|2004-09-27
C0683|Marrion Emmerich IV|2004-09-29
C0684|Tracy Feest|2004-09-29
C0685|Candido Krajcik|2004-10-01
C0686|Karen Harvey|2004-10-01
C0687|Dr. Ras Kshlerin|2004-10-02
C0688|Ariane Hansen|2004-10-03
C0689|Mr. Zackery Armstrong|2004-10-03
C0690|Mont Mertz|2004-10-04
C0691|Darci Schaefer|2004-10-05
C0692|Earnest Rolfson|2004-10-05
C0693|Ashleigh Eichmann|2004-10-06
C0694|Elgie Cole|2004-10-06
C0695|Laisha VonRueden|2004-10-06
C0696|Mohammad Smith|2004-10-06
C0697|Uriel Kuhn|2004-10-06
C0698|Symone McClure|2004-10-07
C0699|Eugenie Conn PhD|2004-10-08
C0700|Ophelia Ernser|2004-10-08
C0701|Ricci Bins|2004-10-08
C0702|Ethyl Botsford|2004-10-09
C0703|Ms. Sarita Heidenreich DVM|2004-10-09
C0704|Dr. Jeannie Rutherford|2004-10-10
C0705|Garrison Kling|2004-10-11
C0706|Ms. Brea Nienow DDS|2004-10-12
C0707|Zander Lebsack|2004-10-12
C0708|Mrs. Carolann Anderson PhD|2004-10-14
C0709|Jazmin Harvey|2004-10-18
C0710|Miss Aleen Kunze|2004-10-18
C0711|Enid Reinger|2004-10-19
C0712|Tressie Buckridge DDS|2004-10-19
C0713|Malaya White|2004-10-20
C0714|Mr. Christ Zieme MD|2004-10-20
C0715|Korey Cronin|2004-10-21
C0716|Dereck Denesik DDS|2004-10-22
C0717|Nathaly Streich|2004-10-23
C0718|Stafford Willms|2004-10-24
C0719|Dr. Tyreke DuBuque IV|2004-10-28
C0720|Naima Treutel|2004-10-28
C0721|Catharine Pacocha|2004-10-29
C0722|Laurel Morar|2004-10-31
C0723|Marty Wisozk|2004-10-31
C0724|Dr. Wilfredo Wisozk V|2004-11-03
C0725|Blair Erdman PhD|2004-11-05
C0726|Dr. Shaniece Herzog PhD|2004-11-05
C0727|Mr. Mekhi Goyette|2004-11-05
C0728|Davian Stokes|2004-11-06
C0729|Ronin Beatty Jr.|2004-11-06
C0730|Zillah Koch PhD|2004-11-08
C0731|Pratt Crooks|2004-11-10
C0732|Maebell Terry|2004-11-13
C0733|Piper Buckridge|2004-11-13
C0734|Alwina Wilkinson DDS|2004-11-14
C0735|Shirlie Nikolaus|2004-11-18
C0736|Geralyn Rosenbaum|2004-11-19
C0737|Rosevelt Murazik DDS|2004-11-19
C0738|Jaliyah Purdy|2004-11-22
C0739|Jacquez Jacobs|2004-11-24
C0740|Ms. Liliana Haley|2004-11-24
C0741|Josephus Bradtke DVM|2004-11-26
C0742|Kadence Morissette|2004-11-27
C0743|Vinson Tillman|2004-11-27
C0744|Juliana Sipes|2004-11-29
C0745|Suzann Koss|2004-11-29
C0746|Germaine Becker|2004-12-01
C0747|Jayme Welch|2004-12-01
C0748|Mr. Jeff Denesik|2004-12-02
C0749|Porsche Mayert DDS|2004-12-02
C0750|Mr. Jimmy Mayert PhD|2004-12-03
C0751|Price Harvey|2004-12-03
C0752|Aubrey Witting|2004-12-04
C0753|Lim Langworth|2004-12-05
C0754|Bud Marquardt|2004-12-07
C0755|Dellar Schroeder|2004-12-09
C0756|Tamisha Crooks|2004-12-09
C0757|Elza Gleichner|2004-12-15
C0758|Enos VonRueden|2004-12-15
C0759|Maxie Steuber|2004-12-15
C0760|Von Cassin|2004-12-15
C0761|Miguelangel Dach|2004-12-17
C0762|Ms. Gussie Bartoletti|2004-12-18
C0763|Starling Welch|2004-12-18
C0764|Masao Deckow|2004-12-20
C0765|Mr. Brion Stark Sr.|2004-12-20
C0766|Jaime Nader|2004-12-22
C0767|Mr. Hurley Brekke|2004-12-23
C0768|Sylva Littel|2004-12-24
C0769|Miss Katherine Balistreri DDS|2004-12-26
C0770|Dr. Arnoldo Grimes PhD|2004-12-27
C0771|Davion Hudson|2004-12-28
C0772|Mr. Almer Osinski|2004-12-29
C0773|Emmaline Stark MD|2004-12-30
C0774|Margarita O'Reilly|2004-12-31
C0775|Miss Tillie Crooks DVM|2004-12-31
C0776|Reanna O'Keefe|2005-01-02
C0777|Elizbeth West|2005-01-03
C0778|Rafael Mitchell|2005-01-04
C0779|Travis Cartwright|2005-01-04
C0780|Diandra Brakus DVM|2005-01-06
C0781|Rikki Watsica DVM|2005-01-09
C0782|Hakeem Leffler|2005-01-11
C0783|Ms. Starr Corwin DDS|2005-01-13
C0784|Rollie Yundt DVM|2005-01-16
C0785|Ms. Katherine Schroeder|2005-01-20
C0786|Egbert McLaughlin|2005-01-22
C0787|Burton Kuvalis|2005-01-24
C0788|Trudie Mraz|2005-01-26
C0789|Manilla Braun|2005-01-29
C0790|Dr. Karissa Kerluke|2005-01-30
C0791|Ms. Merrilee Lueilwitz|2005-01-31
C0792|Velda Goyette|2005-01-31
C0793|Devaughn Erdman V|2005-02-01
C0794|Elon Haag|2005-02-03
C0795|Deena Ziemann|2005-02-04
C0796|Corrine Champlin|2005-02-07
C0797|Ruel Ruecker|2005-02-07
C0798|Carmel Emard|2005-02-08
C0799|Mr. Fount Towne I|2005-02-08
C0800|Wally Nikolaus|2005-02-09
C0801|Miss Anaya Kerluke|2005-02-12
C0802|Mrs. Jaquelin Weber DVM|2005-02-12
C0803|Benson Schulist|2005-02-14
C0804|Errol Bogisich|2005-02-15
C0805|Iyanna Schmeler PhD|2005-02-16
C0806|Admiral Senger|2005-02-17
C0807|Mrs. Melany Mitchell DDS|2005-02-18
C0808|Brooks Funk|2005-02-26
C0809|Dr. Jaren Schmeler|2005-02-26
C0810|Josette Bailey|2005-02-26
C0811|Mr. Jeramiah Cronin|2005-03-02
C0812|Pershing Johnston MD|2005-03-05
C0813|Collie Greenholt|2005-03-09
C0814|Stephaine Graham|2005-03-09
C0815|Tegan O'Conner|2005-03-10
C0816|Winifred Hills DDS|2005-03-13
C0817|Dema Beer|2005-03-15
C0818|Cherrelle Bartell|2005-03-16
C0819|Dr. Mettie Green DVM|2005-03-18
C0820|Virgel Grimes|2005-03-19
C0821|Corene Lind|2005-03-20
C0822|Loretta Lueilwitz|2005-03-20
C0823|Mr. Cletus Corwin|2005-03-20
C0824|Cristen Hammes|2005-03-21
C0825|Joe McDermott|2005-03-21
C0826|Exie Shields|2005-03-23
C0827|Mr. Vito Ernser II|2005-03-23
C0828|Delfina Watsica MD|2005-03-24
C0829|Elenora Trantow|2005-03-24
C0830|Mrs. Maura Schamberger|2005-03-26
C0831|Ms. Jacklyn Casper|2005-03-26
C0832|Friend Stracke|2005-03-27
C0833|Darrian Bartell I|2005-03-29
C0834|Miss Ela Treutel|2005-03-30
C0835|Vivienne Medhurst|2005-03-30
C0836|Lockie Fahey|2005-04-02
C0837|Nevin Boehm|2005-04-02
C0838|Seaborn Bogisich III|2005-04-02
C0839|Magdalen Ward|2005-04-03
C0840|Aleena Berge|2005-04-04
C0841|Almedia Yundt|2005-04-04
C0842|Dr. Erving Pagac Sr.|2005-04-04
C0843|Charls Rempel DDS|2005-04-07
C0844|Hansford Moen PhD|2005-04-07
C0845|Sol Zboncak|2005-04-09
C0846|Hyman Kemmer|2005-04-12
C0847|Gilmore Schmitt|2005-04-14
C0848|Joann Yundt|2005-04-15
C0849|Rob Wilderman Sr.|2005-04-16
C0850|Chantelle Gaylord|2005-04-17
C0851|Ms. Marolyn Walsh|2005-04-17
C0852|Miss Cristi Quitzon PhD|2005-04-18
C0853|Robert Schmeler|2005-04-21
C0854|Kendal Wiegand|2005-04-22
C0855|Mr. Fletcher Hudson|2005-04-22
C0856|Dr. Carma Wyman|2005-04-23
C0857|Scottie Beahan PhD|2005-04-24
C0858|Andra Goodwin|2005-04-25
C0859|Dr. Aden Murphy|2005-04-26
C0860|Beda Paucek|2005-04-27
C0861|Ms. Valorie Kling|2005-04-28
C0862|Stefani Kshlerin|2005-04-28
C0863|Glennis Howe|2005-04-29
C0864|Bush Schroeder|2005-04-30
C0865|Wong Bradtke II|2005-04-30
C0866|Mr. Lillard McGlynn V|2005-05-02
C0867|Neppie Armstrong|2005-05-03
C0868|Dr. Mazie Predovic MD|2005-05-06
C0869|Peyton Koelpin|2005-05-06
C0870|Kem Medhurst II|2005-05-07
C0871|Tallie Gleason|2005-05-07
C0872|Braulio Haag MD|2005-05-08
C0873|Geri Wuckert|2005-05-11
C0874|Flem Kozey|2005-05-13
C0875|Princess Hermann PhD|2005-05-13
C0876|Shoji Wintheiser III|2005-05-14
C0877|Aiyanna Bruen PhD|2005-05-15
C0878|Elgin Abbott|2005-05-15
C0879|Ms. Ermine Krajcik|2005-05-15
C0880|Karren Funk|2005-05-16
C0881|Tia Zulauf|2005-05-20
C0882|Marguerite Heaney|2005-05-21
C0883|Amina Renner|2005-05-22
C0884|Clovis Feil I|2005-05-22
C0885|Dr. Matteo Little|2005-05-25
C0886|Fidel Kilback|2005-05-27
C0887|Karan Weber DVM|2005-05-27
C0888|Davy Leuschke|2005-05-28
C0889|Yaakov Labadie|2005-05-28
C0890|Blair Cormier|2005-05-29
C0891|Margarette Eichmann DVM|2005-05-29
C0892|Rice Prohaska|2005-05-29
C0893|Mrs. Janel Koepp DVM|2005-05-30
C0894|Ewin Torphy|2005-05-31
C0895|Dr. Eliezer Wuckert|2005-06-01
C0896|Mrs. Chiquita Jacobs|2005-06-02
C0897|Mr. Junior Wintheiser II|2005-06-03
C0898|Tamia Langworth|2005-06-03
C0899|Nan O'Connell|2005-06-05
C0900|Add Senger|2005-06-08
C0901|Daryn Hickle|2005-06-09
C0902|Chastity Greenfelder PhD|2005-06-10
C0903|Dr. Howard Zulauf V|2005-06-10
C0904|Mendy Ledner|2005-06-10
C0905|Lollie Heaney|2005-06-11
C0906|Con Altenwerth|2005-06-12
C0907|Torrance Pollich|2005-06-12
C0908|Kendrick Boyle|2005-06-13
C0909|Milissa Batz MD|2005-06-13
C0910|Bush Macejkovic|2005-06-14
C0911|Dr. Woodson Klein|2005-06-14
C0912|Darrell Heathcote|2005-06-15
C0913|Phylis Gaylord|2005-06-16
C0914|Cristy Ferry|2005-06-20
C0915|Donell Dach|2005-06-20
C0916|Dr. Humphrey Grant|2005-06-20
C0917|Kamren Moen|2005-06-21
C0918|Christal Lakin DDS|2005-06-22
C0919|Kylie Kertzmann|2005-06-25
C0920|Mr. Demetric Franecki|2005-06-26
C0921|Dr. Hjalmar Langworth II|2005-06-28
C0922|Pershing Torp II|2005-06-29
C0923|Lavern Pfeffer DDS|2005-06-30
C0924|Flo Gulgowski|2005-07-01
C0925|Moe Sawayn|2005-07-01
C0926|Dr. Myles Stroman|2005-07-03
C0927|Ewart Luettgen|2005-07-03
C0928|Jevon Rutherford|2005-07-03
C0929|Lesta Davis|2005-07-05
C0930|Mr. Harris Pollich|2005-07-08
C0931|Helmer Monahan|2005-07-10
C0932|Verlin Christiansen Sr.|2005-07-11
C0933|Robbin Herzog|2005-07-13
C0934|Dr. Nehemiah Kassulke|2005-07-15
C0935|Abbey O'Reilly DVM|2005-07-16
C0936|Nigel Leannon II|2005-07-16
C0937|Dr. Isaak Oberbrunner DVM|2005-07-19
C0938|Hardy Leannon|2005-07-19
C0939|Mrs. Hildur Mante|2005-07-19
C0940|Ginger Stamm|2005-07-20
C0941|Loretto Romaguera|2005-07-22
C0942|Pansy Bergstrom|2005-07-22
C0943|Lovisa Wilkinson|2005-07-24
C0944|Zeno Lakin|2005-07-25
C0945|Juliet Terry|2005-07-26
C0946|Dudley Franecki|2005-07-27
C0947|Robert Satterfield|2005-07-28
C0948|Olen Steuber DVM|2005-07-29
C0949|Iverson Hilpert|2005-07-30
C0950|Hobson Barton|2005-08-02
C0951|Darwyn Berge|2005-08-04
C0952|Byrd Abshire|2005-08-12
C0953|Kelsey Pollich|2005-08-13
C0954|Mrs. Malaya Russel|2005-08-17
C0955|Donie Stroman PhD|2005-08-25
C0956|Epifanio Kozey|2005-08-25
C0957|Elizabet Schiller|2005-08-28
C0958|Kordell Hartmann|2005-08-29
C0959|Ottis Wiza|2005-08-29
C0960|Tisa Mosciski|2005-09-05
C0961|Suzette Pollich|2005-09-07
C0962|Verna Hudson|2005-09-07
C0963|Wellington Runolfsdottir|2005-09-07
C0964|Britni Daugherty|2005-09-09
C0965|Olaf Witting|2005-09-12
C0966|Ala Schmidt DDS|2005-09-14
C0967|Dwan Wilderman|2005-09-26
C0968|Boyd Cronin|2005-09-29
C0969|Dell Mitchell|2005-09-30
C0970|Lexi Altenwerth|2005-10-01
C0971|Drew Rohan|2005-10-04
C0972|Gunner Wiegand|2005-10-05
C0973|Mr. Marcelo Wunsch MD|2005-10-11
C0974|Arno Blick|2005-10-16
C0975|Evelyn Schinner|2005-10-21
C0976|Janiyah Cassin|2005-10-21
C0977|Haden Kautzer|2005-10-23
C0978|Franz Powlowski|2005-10-30
C0979|Amit Langworth|2005-11-06
C0980|Dr. Mallory Dooley MD|2005-11-27
C0981|Deasia Lockman MD|2005-12-04
C0982|Mae O'Kon|2005-12-30
C0983|Thor Schultz|2006-03-05
C0984|Ms. Zola Nolan|2006-04-03
C0985|Alex Bergnaum|2006-05-06
C0986|Vernell Lockman|2006-05-09
C0987|Mr. Marcus Langosh|2006-05-14
C0988|Bennett Gleason|2006-06-12
C0989|Dr. Mike Legros|2006-06-28
C0990|Braydon Lindgren|2006-07-08
C0991|Alessandra Heaney|2006-07-16
C0992|Tori Bailey|2006-08-08
C0993|Mrs. Charolette McDermott MD|2006-08-14
C0994|Watt Cremin|2006-08-26
C0995|Dyllan Osinski|2006-11-14
